month,hour,day_type,non_shiftable_load,solar_generation,carbon_intensity,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
10,21,6,1.6755834,0.0,0.1745415,0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,17.2,19.4,18.3,87.0,73.0,87.0,0.0,396.0,0.0,0.0,389.0,0.0
10,22,6,0.6895667,0.0,0.17098498,0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,17.2,22.2,17.8,87.0,64.0,87.0,0.0,560.0,0.0,0.0,546.0,0.0
10,23,6,0.6895667,0.0,0.16429606,0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,17.2,21.1,17.8,87.0,68.0,87.0,0.0,682.0,0.0,0.0,611.0,0.0
10,24,6,0.77865,0.0,0.15337913,0.21,0.21,0.21,0.21,17.8,87.0,0.0,0.0,17.2,20.6,17.2,87.0,71.0,87.0,0.0,725.0,0.0,0.0,623.0,0.0
10,1,7,0.4656,0.0,0.1434292,0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,17.2,20.6,17.2,87.0,71.0,90.0,51.0,660.0,0.0,0.0,536.0,0.0
10,2,7,0.46831667,0.0,0.13676712,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,18.3,20.0,17.2,78.0,73.0,87.0,102.0,603.0,0.0,1.0,558.0,0.0
10,3,7,0.46848333,0.0,0.13258915,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,19.4,20.0,17.2,73.0,76.0,87.0,396.0,426.0,0.0,389.0,395.0,0.0
10,4,7,0.46925,0.0,0.13558426,0.21,0.21,0.5,0.21,17.2,87.0,0.0,0.0,22.2,18.9,17.2,64.0,81.0,87.0,560.0,229.0,0.0,546.0,137.0,0.0
10,5,7,0.46585,0.0,0.14374919,0.21,0.21,0.5,0.21,17.2,87.0,0.0,0.0,21.1,17.8,17.2,68.0,87.0,87.0,682.0,88.0,0.0,611.0,57.0,0.0
10,6,7,0.46865,0.0,0.1647422,0.21,0.21,0.5,0.21,17.2,87.0,0.0,0.0,20.6,17.8,17.2,71.0,87.0,87.0,725.0,8.0,1.0,623.0,0.0,0.0
10,7,7,0.4553,8.0125,0.16617179,0.21,0.21,0.5,0.21,17.2,87.0,51.0,0.0,20.6,18.3,17.2,71.0,84.0,84.0,660.0,0.0,25.0,536.0,0.0,13.0
10,8,7,0.47488335,39.654167,0.17179433,0.21,0.21,0.5,0.21,18.3,78.0,102.0,1.0,20.0,18.3,17.8,73.0,87.0,81.0,603.0,0.0,111.0,558.0,0.0,6.0
10,9,7,0.5204667,155.98334,0.18175088,0.21,0.21,0.21,0.21,19.4,73.0,396.0,389.0,20.0,18.3,18.3,76.0,87.0,81.0,426.0,0.0,181.0,395.0,0.0,6.0
10,10,7,0.53475,305.10416,0.1935242,0.21,0.5,0.21,0.21,22.2,64.0,560.0,546.0,18.9,17.8,19.4,81.0,87.0,73.0,229.0,0.0,248.0,137.0,0.0,1.0
10,11,7,2.0594666,430.9875,0.20582493,0.21,0.5,0.21,0.21,21.1,68.0,682.0,611.0,17.8,17.8,22.8,87.0,87.0,64.0,88.0,0.0,421.0,57.0,0.0,172.0
10,12,7,1.6493833,520.0958,0.20770107,0.21,0.5,0.21,0.21,20.6,71.0,725.0,623.0,17.8,17.2,21.7,87.0,87.0,68.0,8.0,0.0,747.0,0.0,0.0,747.0
10,13,7,0.6895667,565.3542,0.20849782,0.21,0.5,0.21,0.21,20.6,71.0,660.0,536.0,18.3,17.2,21.7,84.0,90.0,68.0,0.0,0.0,622.0,0.0,0.0,544.0
10,14,7,0.6895667,560.1542,0.21179643,0.21,0.5,0.21,0.21,20.0,73.0,603.0,558.0,18.3,17.2,20.0,87.0,87.0,73.0,0.0,0.0,636.0,0.0,0.0,708.0
10,15,7,0.6895667,504.4625,0.21332473,0.21,0.21,0.21,0.21,20.0,76.0,426.0,395.0,18.3,17.2,19.4,87.0,87.0,76.0,0.0,0.0,491.0,0.0,0.0,573.0
10,16,7,0.6895667,277.68332,0.21484286,0.21,0.21,0.21,0.5,18.9,81.0,229.0,137.0,17.8,17.2,18.9,87.0,87.0,78.0,0.0,0.0,346.0,0.0,0.0,636.0
10,17,7,1.23638335,119.9375,0.2161678,0.21,0.21,0.21,0.5,17.8,87.0,88.0,57.0,17.8,17.2,17.8,87.0,87.0,84.0,0.0,0.0,114.0,0.0,0.0,159.0
10,18,7,1.7832,0.0,0.21653764,0.21,0.21,0.21,0.5,17.8,87.0,8.0,0.0,17.2,17.2,17.8,87.0,87.0,84.0,0.0,1.0,15.0,0.0,0.0,21.0
10,19,7,0.6895667,0.0,0.21635738,0.21,0.21,0.21,0.5,18.3,84.0,0.0,0.0,17.2,17.2,17.2,90.0,84.0,87.0,0.0,25.0,0.0,0.0,13.0,0.0
10,20,7,1.7962834,0.0,0.21205854,0.21,0.21,0.21,0.5,18.3,87.0,0.0,0.0,17.2,17.8,17.2,87.0,81.0,87.0,0.0,111.0,0.0,0.0,6.0,0.0
10,21,7,1.6800667,0.0,0.20733342,0.21,0.21,0.21,0.21,18.3,87.0,0.0,0.0,17.2,18.3,17.2,87.0,81.0,87.0,0.0,181.0,0.0,0.0,6.0,0.0
10,22,7,1.3175833,0.0,0.18966724,0.21,0.21,0.21,0.21,17.8,87.0,0.0,0.0,17.2,19.4,17.2,87.0,73.0,90.0,0.0,248.0,0.0,0.0,1.0,0.0
10,23,7,0.9245,0.0,0.16973126,0.21,0.21,0.21,0.21,17.8,87.0,0.0,0.0,17.2,22.8,17.8,87.0,64.0,84.0,0.0,421.0,0.0,0.0,172.0,0.0
10,24,7,1.04456665,0.0,0.16224234,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,17.2,21.7,16.7,87.0,68.0,87.0,1.0,747.0,0.0,0.0,747.0,0.0
10,1,1,1.1646333,0.0,0.14590223,0.21,0.21,0.21,0.21,17.2,90.0,0.0,0.0,17.2,21.7,17.2,84.0,68.0,90.0,25.0,622.0,0.0,13.0,544.0,0.0
10,2,1,0.47738335,0.0,0.13954489,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,17.8,20.0,17.2,81.0,73.0,90.0,111.0,636.0,0.0,6.0,708.0,0.0
10,3,1,0.47331667,0.0,0.13674112,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,18.3,19.4,17.2,81.0,76.0,90.0,181.0,491.0,0.0,6.0,573.0,0.0
10,4,1,0.472,0.0,0.13610578,0.21,0.21,0.5,0.21,17.2,87.0,0.0,0.0,19.4,18.9,17.2,73.0,78.0,90.0,248.0,346.0,0.0,1.0,636.0,0.0
10,5,1,0.47191668,0.0,0.14825109,0.21,0.21,0.5,0.21,17.2,87.0,0.0,0.0,22.8,17.8,17.2,64.0,84.0,87.0,421.0,114.0,0.0,172.0,159.0,0.0
10,6,1,0.56,0.0,0.16350088,0.21,0.21,0.5,0.21,17.2,87.0,1.0,0.0,21.7,17.8,17.2,68.0,84.0,87.0,747.0,15.0,0.0,747.0,21.0,0.0
10,7,1,0.9342667,4.7083335,0.16718385,0.21,0.21,0.5,0.21,17.2,84.0,25.0,13.0,21.7,17.2,17.2,68.0,87.0,87.0,622.0,0.0,27.0,544.0,0.0,2.0
10,8,1,0.51995,34.225,0.17571971,0.21,0.21,0.5,0.21,17.8,81.0,111.0,6.0,20.0,17.2,17.8,73.0,87.0,81.0,636.0,0.0,108.0,708.0,0.0,10.0
10,9,1,0.45403334,153.54167,0.18558328,0.21,0.21,0.21,0.21,18.3,81.0,181.0,6.0,19.4,17.2,19.4,76.0,87.0,76.0,491.0,0.0,406.0,573.0,0.0,517.0
10,10,1,0.37821665,308.48334,0.19945285,0.21,0.5,0.21,0.21,19.4,73.0,248.0,1.0,18.9,17.2,20.0,78.0,90.0,76.0,346.0,0.0,542.0,636.0,0.0,556.0
10,11,1,0.38613334,435.4875,0.20173366,0.21,0.5,0.21,0.21,22.8,64.0,421.0,172.0,17.8,17.8,20.6,84.0,84.0,73.0,114.0,0.0,708.0,159.0,0.0,782.0
10,12,1,0.39333335,523.51666,0.20827861,0.21,0.5,0.21,0.21,21.7,68.0,747.0,747.0,17.8,16.7,20.6,84.0,87.0,71.0,15.0,0.0,763.0,21.0,0.0,816.0
10,13,1,0.38705,545.5875,0.2172219,0.21,0.5,0.21,0.21,21.7,68.0,622.0,544.0,17.2,17.2,20.6,87.0,90.0,71.0,0.0,0.0,704.0,0.0,0.0,727.0
10,14,1,0.3813,551.9125,0.21998347,0.21,0.5,0.21,0.21,20.0,73.0,636.0,708.0,17.2,17.2,20.0,87.0,90.0,76.0,0.0,0.0,625.0,0.0,0.0,717.0
10,15,1,1.8391,501.44583,0.22103655,0.21,0.21,0.21,0.21,19.4,76.0,491.0,573.0,17.2,17.2,20.0,87.0,90.0,76.0,0.0,0.0,447.0,0.0,0.0,505.0
10,16,1,1.71195,333.02917,0.21797997,0.21,0.21,0.21,0.5,18.9,78.0,346.0,636.0,17.2,17.2,18.9,90.0,90.0,81.0,0.0,0.0,284.0,0.0,0.0,403.0
10,17,1,1.7525166,193.9125,0.2201103,0.21,0.21,0.21,0.5,17.8,84.0,114.0,159.0,17.8,17.2,17.8,84.0,87.0,87.0,0.0,0.0,84.0,0.0,0.0,30.0
10,18,1,0.6810167,0.0,0.22027262,0.21,0.21,0.21,0.5,17.8,84.0,15.0,21.0,16.7,17.2,17.8,87.0,87.0,87.0,0.0,0.0,2.0,0.0,0.0,1.0
10,19,1,0.66941667,0.0,0.22297105,0.21,0.21,0.21,0.5,17.2,87.0,0.0,0.0,17.2,17.2,17.8,90.0,87.0,87.0,0.0,27.0,0.0,0.0,2.0,0.0
10,20,1,1.98,0.0,0.21705525,0.21,0.21,0.21,0.5,17.2,87.0,0.0,0.0,17.2,17.8,17.8,90.0,81.0,84.0,0.0,108.0,0.0,0.0,10.0,0.0
10,21,1,1.2934667,0.0,0.19682696,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,17.2,19.4,16.7,90.0,76.0,90.0,0.0,406.0,0.0,0.0,517.0,0.0
10,22,1,1.2612833,0.0,0.17334092,0.21,0.21,0.21,0.21,17.2,90.0,0.0,0.0,17.2,20.0,16.7,90.0,76.0,90.0,0.0,542.0,0.0,0.0,556.0,0.0
10,23,1,2.1379166,0.0,0.15863363,0.21,0.21,0.21,0.21,17.8,84.0,0.0,0.0,17.2,20.6,16.7,87.0,73.0,90.0,0.0,708.0,0.0,0.0,782.0,0.0
10,24,1,0.6895667,0.0,0.14494048,0.21,0.21,0.21,0.21,16.7,87.0,0.0,0.0,17.2,20.6,16.1,87.0,71.0,90.0,0.0,763.0,0.0,0.0,816.0,0.0
10,1,2,0.45291665,0.0,0.13856545,0.21,0.21,0.21,0.21,17.2,90.0,0.0,0.0,17.2,20.6,16.1,87.0,71.0,87.0,27.0,704.0,0.0,2.0,727.0,0.0
10,2,2,0.48553333,0.0,0.1375556,0.21,0.21,0.21,0.21,17.2,90.0,0.0,0.0,17.8,20.0,16.1,81.0,76.0,90.0,108.0,625.0,0.0,10.0,717.0,0.0
10,3,2,0.49585,0.0,0.13645807,0.21,0.21,0.21,0.21,17.2,90.0,0.0,0.0,19.4,20.0,16.7,76.0,76.0,84.0,406.0,447.0,0.0,517.0,505.0,0.0
10,4,2,0.4955,0.0,0.13726924,0.21,0.21,0.5,0.21,17.2,90.0,0.0,0.0,20.0,18.9,16.7,76.0,81.0,84.0,542.0,284.0,0.0,556.0,403.0,0.0
10,5,2,0.48410833,0.0,0.1427933,0.21,0.21,0.5,0.21,17.2,87.0,0.0,0.0,20.6,17.8,16.7,73.0,87.0,84.0,708.0,84.0,0.0,782.0,30.0,0.0
10,6,2,0.719325,0.0,0.1527689,0.21,0.21,0.5,0.21,17.2,87.0,0.0,0.0,20.6,17.8,16.7,71.0,87.0,84.0,763.0,2.0,1.0,816.0,1.0,0.0
10,7,2,1.1719333,4.4041667,0.15639612,0.21,0.21,0.5,0.21,17.2,87.0,27.0,2.0,20.6,17.8,17.2,71.0,87.0,81.0,704.0,0.0,40.0,727.0,0.0,1.0
10,8,2,0.49336666,33.595833,0.16924609,0.21,0.21,0.5,0.21,17.8,81.0,108.0,10.0,20.0,17.8,17.8,76.0,84.0,78.0,625.0,0.0,112.0,717.0,0.0,6.0
10,9,2,0.4133,151.37917,0.1736451,0.21,0.21,0.21,0.21,19.4,76.0,406.0,517.0,20.0,16.7,17.8,76.0,90.0,78.0,447.0,0.0,203.0,505.0,0.0,0.0
10,10,2,0.41156667,304.77917,0.1781396,0.21,0.5,0.21,0.21,20.0,76.0,542.0,556.0,18.9,16.7,20.0,81.0,90.0,68.0,284.0,0.0,522.0,403.0,0.0,409.0
10,11,2,0.41675,433.025,0.18086717,0.21,0.5,0.21,0.21,20.6,73.0,708.0,782.0,17.8,16.7,19.4,87.0,90.0,70.0,84.0,0.0,639.0,30.0,0.0,531.0
10,12,2,0.42236668,523.1042,0.18324487,0.21,0.5,0.21,0.21,20.6,71.0,763.0,816.0,17.8,16.1,19.4,87.0,90.0,73.0,2.0,0.0,704.0,1.0,0.0,626.0
10,13,2,0.3723,568.1542,0.18932651,0.21,0.5,0.21,0.21,20.6,71.0,704.0,727.0,17.8,16.1,19.4,87.0,87.0,70.0,0.0,0.0,685.0,0.0,0.0,615.0
10,14,2,0.36473334,566.7917,0.19122414,0.21,0.5,0.21,0.21,20.0,76.0,625.0,717.0,17.8,16.1,19.4,84.0,90.0,73.0,0.0,0.0,595.0,0.0,0.0,574.0
10,15,2,0.36321667,501.48334,0.19154757,0.21,0.21,0.21,0.21,20.0,76.0,447.0,505.0,16.7,16.7,18.3,90.0,84.0,78.0,0.0,0.0,427.0,0.0,0.0,390.0
10,16,2,0.36135,373.6625,0.19242741,0.21,0.21,0.21,0.5,18.9,81.0,284.0,403.0,16.7,16.7,18.3,90.0,84.0,78.0,0.0,0.0,229.0,0.0,0.0,109.0
10,17,2,1.2464666,169.0875,0.19331603,0.21,0.21,0.21,0.5,17.8,87.0,84.0,30.0,16.7,16.7,17.8,90.0,84.0,84.0,0.0,0.0,73.0,0.0,0.0,62.0
10,18,2,0.58035,0.0,0.18945311,0.21,0.21,0.21,0.5,17.8,87.0,2.0,1.0,16.1,16.7,17.2,90.0,84.0,87.0,0.0,1.0,16.0,0.0,0.0,10.0
10,19,2,0.72788334,0.0,0.18992542,0.21,0.21,0.21,0.5,17.8,87.0,0.0,0.0,16.1,17.2,17.2,87.0,81.0,87.0,0.0,40.0,0.0,0.0,1.0,0.0
10,20,2,0.63165,0.0,0.18310042,0.21,0.21,0.21,0.5,17.8,84.0,0.0,0.0,16.1,17.8,17.2,90.0,78.0,87.0,0.0,112.0,0.0,0.0,6.0,0.0
10,21,2,0.68385,0.0,0.1638409,0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,16.7,17.8,17.2,84.0,78.0,87.0,0.0,203.0,0.0,0.0,0.0,0.0
10,22,2,1.1720166,0.0,0.14270616,0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,16.7,20.0,16.7,84.0,68.0,87.0,0.0,522.0,0.0,0.0,409.0,0.0
10,23,2,0.6895667,0.0,0.12294433,0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,16.7,19.4,16.7,84.0,70.0,87.0,0.0,639.0,0.0,0.0,531.0,0.0
10,24,2,0.95665,0.0,0.105526276,0.21,0.21,0.21,0.21,16.1,90.0,0.0,0.0,16.7,19.4,17.2,84.0,73.0,84.0,1.0,704.0,0.0,0.0,626.0,0.0
10,1,3,0.5474,0.0,0.10020157,0.21,0.21,0.21,0.21,16.1,87.0,0.0,0.0,17.2,19.4,16.1,81.0,70.0,90.0,40.0,685.0,0.0,1.0,615.0,0.0
10,2,3,0.49711666,0.0,0.10194418,0.21,0.21,0.21,0.21,16.1,90.0,0.0,0.0,17.8,19.4,16.1,78.0,73.0,90.0,112.0,595.0,0.0,6.0,574.0,0.0
10,3,3,0.49626666,0.0,0.099927895,0.21,0.21,0.21,0.21,16.7,84.0,0.0,0.0,17.8,18.3,16.1,78.0,78.0,90.0,203.0,427.0,0.0,0.0,390.0,0.0
10,4,3,0.49675,0.0,0.09933832,0.21,0.21,0.5,0.21,16.7,84.0,0.0,0.0,20.0,18.3,16.1,68.0,78.0,90.0,522.0,229.0,0.0,409.0,109.0,0.0
10,5,3,0.49468333,0.0,0.10887078,0.21,0.21,0.5,0.21,16.7,84.0,0.0,0.0,19.4,17.8,15.6,70.0,84.0,93.0,639.0,73.0,0.0,531.0,62.0,0.0
10,6,3,0.54401666,0.0,0.12315138,0.21,0.21,0.5,0.21,16.7,84.0,1.0,0.0,19.4,17.2,16.1,73.0,87.0,90.0,704.0,16.0,0.0,626.0,10.0,0.0
10,7,3,0.56895,22.7125,0.13834901,0.21,0.21,0.5,0.21,17.2,81.0,40.0,1.0,19.4,17.2,16.7,70.0,87.0,87.0,685.0,0.0,19.0,615.0,0.0,0.0
10,8,3,0.5975,77.754166,0.1434084,0.21,0.21,0.5,0.21,17.8,78.0,112.0,6.0,19.4,17.2,17.2,73.0,87.0,87.0,595.0,0.0,88.0,574.0,0.0,49.0
10,9,3,0.4097,146.17084,0.14723143,0.21,0.21,0.21,0.21,17.8,78.0,203.0,0.0,18.3,17.2,17.8,78.0,87.0,84.0,427.0,0.0,183.0,390.0,0.0,9.0
10,10,3,0.47611666,219.41667,0.1508447,0.21,0.5,0.21,0.21,20.0,68.0,522.0,409.0,18.3,16.7,20.0,78.0,87.0,73.0,229.0,0.0,466.0,109.0,0.0,196.0
10,11,3,0.7996167,221.275,0.14638744,0.21,0.5,0.21,0.21,19.4,70.0,639.0,531.0,17.8,16.7,19.4,84.0,87.0,76.0,73.0,0.0,471.0,62.0,0.0,228.0
10,12,3,0.42811668,486.32083,0.13983925,0.21,0.5,0.21,0.21,19.4,73.0,704.0,626.0,17.2,17.2,18.9,87.0,84.0,78.0,16.0,0.0,402.0,10.0,0.0,111.0
10,13,3,0.41971666,561.0833,0.14270164,0.21,0.5,0.21,0.21,19.4,70.0,685.0,615.0,17.2,16.1,20.6,87.0,90.0,71.0,0.0,0.0,378.0,0.0,0.0,129.0
10,14,3,0.41218334,555.19586,0.14344528,0.21,0.5,0.21,0.21,19.4,73.0,595.0,574.0,17.2,16.1,20.6,87.0,90.0,73.0,0.0,0.0,586.0,0.0,0.0,477.0
10,15,3,0.44623333,488.59583,0.14365096,0.21,0.21,0.21,0.21,18.3,78.0,427.0,390.0,17.2,16.1,19.4,87.0,90.0,78.0,0.0,0.0,359.0,0.0,0.0,246.0
10,16,3,2.0658166,363.73334,0.15098736,0.21,0.21,0.21,0.5,18.3,78.0,229.0,109.0,16.7,16.1,18.9,87.0,90.0,78.0,0.0,0.0,208.0,0.0,0.0,175.0
10,17,3,0.53041667,148.13333,0.15234648,0.21,0.21,0.21,0.5,17.8,84.0,73.0,62.0,16.7,15.6,17.2,87.0,93.0,87.0,0.0,0.0,86.0,0.0,0.0,27.0
10,18,3,1.5701833,0.0,0.15160528,0.21,0.21,0.21,0.5,17.2,87.0,16.0,10.0,17.2,16.1,16.7,84.0,90.0,87.0,0.0,0.0,7.0,0.0,0.0,0.0
10,19,3,0.87425,0.0,0.15190272,0.21,0.21,0.21,0.5,17.2,87.0,0.0,0.0,16.1,16.7,16.7,90.0,87.0,87.0,0.0,19.0,0.0,0.0,0.0,0.0
10,20,3,1.3260833,0.0,0.15047275,0.21,0.21,0.21,0.5,17.2,87.0,0.0,0.0,16.1,17.2,16.7,90.0,87.0,87.0,0.0,88.0,0.0,0.0,49.0,0.0
10,21,3,1.3668667,0.0,0.1346681,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,16.1,17.8,17.2,90.0,84.0,87.0,0.0,183.0,0.0,0.0,9.0,0.0
10,22,3,1.0325834,0.0,0.11379581,0.21,0.21,0.21,0.21,16.7,87.0,0.0,0.0,16.1,20.0,17.2,90.0,73.0,87.0,0.0,466.0,0.0,0.0,196.0,0.0
10,23,3,0.79871666,0.0,0.10536204,0.21,0.21,0.21,0.21,16.7,87.0,0.0,0.0,15.6,19.4,17.2,93.0,76.0,84.0,0.0,471.0,0.0,0.0,228.0,0.0
10,24,3,0.5114083,0.0,0.095140815,0.21,0.21,0.21,0.21,17.2,84.0,0.0,0.0,16.1,18.9,16.7,90.0,78.0,87.0,0.0,402.0,0.0,0.0,111.0,0.0
10,1,4,0.49648333,0.0,0.09393575,0.21,0.21,0.21,0.21,16.1,90.0,0.0,0.0,16.7,20.6,17.2,87.0,71.0,81.0,19.0,378.0,0.0,0.0,129.0,0.0
10,2,4,0.49838334,0.0,0.09518554,0.21,0.21,0.21,0.21,16.1,90.0,0.0,0.0,17.2,20.6,17.2,87.0,73.0,81.0,88.0,586.0,0.0,49.0,477.0,0.0
10,3,4,0.49245,0.0,0.09305757,0.21,0.21,0.21,0.21,16.1,90.0,0.0,0.0,17.8,19.4,17.2,84.0,78.0,78.0,183.0,359.0,0.0,9.0,246.0,0.0
10,4,4,0.48771667,0.0,0.09569938,0.21,0.21,0.5,0.21,16.1,90.0,0.0,0.0,20.0,18.9,17.2,73.0,78.0,75.0,466.0,208.0,0.0,196.0,175.0,0.0
10,5,4,0.48745,0.0,0.107501134,0.21,0.21,0.5,0.21,15.6,93.0,0.0,0.0,19.4,17.2,17.2,76.0,87.0,78.0,471.0,86.0,0.0,228.0,27.0,0.0
10,6,4,0.801,0.0,0.12877677,0.21,0.21,0.5,0.21,16.1,90.0,0.0,0.0,18.9,16.7,17.8,78.0,87.0,75.0,402.0,7.0,0.0,111.0,0.0,0.0
10,7,4,0.89555,9.225,0.13735917,0.21,0.21,0.5,0.21,16.7,87.0,19.0,0.0,20.6,16.7,17.8,71.0,87.0,73.0,378.0,0.0,41.0,129.0,0.0,1.0
10,8,4,0.92901665,36.714584,0.14173396,0.21,0.21,0.5,0.21,17.2,87.0,88.0,49.0,20.6,16.7,18.3,73.0,87.0,68.0,586.0,0.0,130.0,477.0,0.0,9.0
10,9,4,0.53103334,148.17291,0.14439777,0.21,0.21,0.21,0.21,17.8,84.0,183.0,9.0,19.4,17.2,18.9,78.0,87.0,68.0,359.0,0.0,235.0,246.0,0.0,14.0
10,10,4,0.40635,296.25,0.1439486,0.21,0.5,0.21,0.21,20.0,73.0,466.0,196.0,18.9,17.2,19.4,78.0,87.0,63.0,208.0,0.0,225.0,175.0,0.0,8.0
10,11,4,0.41308334,422.95,0.14752112,0.21,0.5,0.21,0.21,19.4,76.0,471.0,228.0,17.2,17.2,20.6,87.0,84.0,59.0,86.0,0.0,281.0,27.0,0.0,8.0
10,12,4,0.41743332,522.29584,0.14300737,0.21,0.5,0.21,0.21,18.9,78.0,402.0,111.0,16.7,16.7,19.4,87.0,87.0,68.0,7.0,0.0,329.0,0.0,0.0,3.0
10,13,4,0.39946666,530.2083,0.13942517,0.21,0.5,0.21,0.21,20.6,71.0,378.0,129.0,16.7,17.2,19.4,87.0,81.0,70.0,0.0,0.0,381.0,0.0,0.0,2.0
10,14,4,0.36858332,508.05832,0.13992327,0.21,0.5,0.21,0.21,20.6,73.0,586.0,477.0,16.7,17.2,18.9,87.0,81.0,73.0,0.0,0.0,293.0,0.0,0.0,3.0
10,15,4,0.36488333,362.59583,0.13892509,0.21,0.21,0.21,0.21,19.4,78.0,359.0,246.0,17.2,17.2,20.0,87.0,78.0,68.0,0.0,0.0,477.0,0.0,0.0,601.0
10,16,4,0.36485,301.8375,0.13999301,0.21,0.21,0.21,0.5,18.9,78.0,208.0,175.0,17.2,17.2,18.9,87.0,75.0,73.0,0.0,0.0,262.0,0.0,0.0,398.0
10,17,4,0.35803333,179.43333,0.14267376,0.21,0.21,0.21,0.5,17.2,87.0,86.0,27.0,17.2,17.2,18.3,84.0,78.0,78.0,0.0,0.0,79.0,0.0,0.0,39.0
10,18,4,0.5390667,0.0,0.14598575,0.21,0.21,0.21,0.5,16.7,87.0,7.0,0.0,16.7,17.8,17.2,87.0,75.0,84.0,0.0,0.0,7.0,0.0,0.0,0.0
10,19,4,0.7968278,0.0,0.15043277,0.21,0.21,0.21,0.5,16.7,87.0,0.0,0.0,17.2,17.8,17.2,81.0,73.0,84.0,0.0,41.0,0.0,0.0,1.0,0.0
10,20,4,1.0545889,0.0,0.13852264,0.21,0.21,0.21,0.5,16.7,87.0,0.0,0.0,17.2,18.3,17.2,81.0,68.0,84.0,0.0,130.0,0.0,0.0,9.0,0.0
10,21,4,1.31235,0.0,0.12851098,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,17.2,18.9,17.2,78.0,68.0,81.0,0.0,235.0,0.0,0.0,14.0,0.0
10,22,4,1.6739334,0.0,0.108001426,0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,17.2,19.4,16.7,75.0,63.0,81.0,0.0,225.0,0.0,0.0,8.0,0.0
10,23,4,0.85525,0.0,0.10174966,0.21,0.21,0.21,0.21,17.2,84.0,0.0,0.0,17.2,20.6,16.7,78.0,59.0,84.0,0.0,281.0,0.0,0.0,8.0,0.0
10,24,4,0.81296664,0.0,0.095486395,0.21,0.21,0.21,0.21,16.7,87.0,0.0,0.0,17.8,19.4,15.6,75.0,68.0,84.0,0.0,329.0,0.0,0.0,3.0,0.0
10,1,5,0.4938,0.0,0.100384414,0.21,0.21,0.21,0.21,17.2,81.0,0.0,0.0,17.8,19.4,17.2,73.0,70.0,81.0,41.0,381.0,0.0,1.0,2.0,0.0
10,2,5,0.49313334,0.0,0.0970657,0.21,0.21,0.21,0.21,17.2,81.0,0.0,0.0,18.3,18.9,17.2,68.0,73.0,81.0,130.0,293.0,0.0,9.0,3.0,0.0
10,3,5,0.49271667,0.0,0.098891966,0.21,0.21,0.21,0.21,17.2,78.0,0.0,0.0,18.9,20.0,17.2,68.0,68.0,78.0,235.0,477.0,0.0,14.0,601.0,0.0
10,4,5,0.49166667,0.0,0.102010995,0.21,0.21,0.5,0.21,17.2,75.0,0.0,0.0,19.4,18.9,17.2,63.0,73.0,78.0,225.0,262.0,0.0,8.0,398.0,0.0
10,5,5,0.48896667,0.0,0.10709437,0.21,0.21,0.5,0.21,17.2,78.0,0.0,0.0,20.6,18.3,16.7,59.0,78.0,81.0,281.0,79.0,0.0,8.0,39.0,0.0
10,6,5,0.9318333,0.0,0.11320343,0.21,0.21,0.5,0.21,17.8,75.0,0.0,0.0,19.4,17.2,16.7,68.0,84.0,81.0,329.0,7.0,0.0,3.0,0.0,0.0
10,7,5,0.5742,10.9,0.12121626,0.21,0.21,0.5,0.21,17.8,73.0,41.0,1.0,19.4,17.2,16.7,70.0,84.0,81.0,381.0,0.0,10.0,2.0,0.0,0.0
10,8,5,0.40891665,44.9875,0.13211711,0.21,0.21,0.5,0.21,18.3,68.0,130.0,9.0,18.9,17.2,17.2,73.0,84.0,78.0,293.0,0.0,93.0,3.0,0.0,7.0
10,9,5,0.40783334,146.44583,0.12557583,0.21,0.21,0.21,0.21,18.9,68.0,235.0,14.0,20.0,17.2,18.3,68.0,81.0,73.0,477.0,0.0,250.0,601.0,0.0,5.0
